"USER_ID","ACCOUNT_ID","PLATFORM","ACCOUNT_NAME","ADS_ID","ADS_NAME","CREATED_DATE","START_DATE","MODIFIED_DATE","END_DATE","CAMPAING_ID","CAMPAIGN_NAME","CURRENCY","AMOUNT_SPENT","REACH","IMPRESSIONS","FREQUENCY","CPM","LINK_CLICKS","CTR","POST_COMMENTS","POST_REACTIONS","POST_SHARES","VIDEO_VIEWS","THRUPLAYS","FULL_VIDEO_VIEW","EST_AD_RECALL_LIFT","EST_AD_RECALL_LIFT_RATE","ACTIVE_VIEW_MEASURABILITY","LANDINGPAGECLICKS","PAID_COMMENTS","PAID_LIKES","PAID_SHARES"
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-16","2023-05-30","2023-08-16","274410783","MOL - link clicks - LI - Provozovatelé - 2023","EUR","13.440","","502","","26.773","2","0.398","0","","0","","","","","","","2","","3",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-15","2023-05-30","2023-08-15","274450093","MOL - link clicks - LI - Provozovatelé - 2023","EUR","13.220","","128","","103.281","2","1.563","0","","0","","","","","","","2","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-16","2023-05-30","2023-08-16","274450093","MOL - link clicks - LI - Provozovatelé - 2023","EUR","13.290","","97","","137.010","1","1.031","0","","0","","","","","","","1","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-17","2023-05-30","2023-08-17","274410783","MOL - link clicks - LI - Provozovatelé - 2023","EUR","12.890","","260","","49.577","2","0.769","0","","0","","","","","","","2","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-20","2023-05-30","2023-08-20","274450093","MOL - link clicks - LI - Provozovatelé - 2023","EUR","8.140","","27","","301.481","1","3.704","0","","0","","","","","","","1","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-18","2023-05-30","2023-08-18","274410783","MOL - link clicks - LI - Provozovatelé - 2023","EUR","16.860","","86","","196.047","1","1.163","0","","0","","","","","","","1","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-22","2023-05-30","2023-08-22","274359543","MOL - link clicks - LI - Provozovatelé - 2023","EUR","11.043","","56","","197.196","2","3.571","0","","0","","","","","","","2","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-16","2023-05-30","2023-08-16","274359543","MOL - link clicks - LI - Provozovatelé - 2023","EUR","13.790","","115","","119.913","0","0.000","0","","0","","","","","","","0","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-17","2023-05-30","2023-08-17","274359543","MOL - link clicks - LI - Provozovatelé - 2023","EUR","13.050","","187","","69.786","0","0.000","0","","0","","","","","","","0","","0",""
"","502412610","LINKEDIN","","637442713","","2023-05-30","2023-08-20","2023-05-30","2023-08-20","274410783","MOL - link clicks - LI - Provozovatelé - 2023","EUR","7.220","","188","","38.404","8","4.255","0","","0","","","","","","","8","","1",""
