"src_id","user_id","account_id","platform_id","account_name","ads_id","ads_name","created_date","start_date","modified_date","end_date","campaign_id","campaign_name","currency_id","spent_amount","reach","impressions","frequency","cpm","link_clicks","ctr","post_comments","post_reactions","post_shares","video_views","six_sec_video_view","full_video_view","est_ad_recall_lift","est_ad_recall_lift_rate","active_view_measurability","landing_page_clicks","paid_comments","paid_likes","paid_shares"
"TIKTOK.1774198321989666.2023-08-14 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-14","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.090","677","705","1.040","0.130","","0.140","","","","699","33","6","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-21 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-21","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","19.420","29575","43504","1.470","0.450","","0.490","","","","43122","3487","485","","","","","3","66","0"
"TIKTOK.1774200383883281.2023-08-22 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-22","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-18 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-18","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","16.690","24922","34677","1.390","0.480","","0.660","","","","34374","2761","422","","","","","2","120","0"
"TIKTOK.1774198321989666.2023-08-15 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-15","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.060","167","210","1.260","0.290","","0.000","","","","202","19","5","","","","","0","0","0"
"TIKTOK.1774200383883281.2023-08-15 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-15","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","19.930","44483","48334","1.090","0.410","","0.570","","","","43399","13977","10791","","","","","12","322","2"
"TIKTOK.1774200383883281.2023-08-18 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-18","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","2.700","5716","5846","1.020","0.460","","0.680","","","","5404","1306","981","","","","","1","43","0"
"TIKTOK.1774198321989666.2023-08-24 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-24","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-20 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-20","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","19.280","29868","41733","1.400","0.460","","0.510","","","","41402","3493","536","","","","","1","97","1"
"TIKTOK.1774200383883281.2023-08-24 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-24","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200383883281.2023-08-14 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-14","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","10.470","23975","24908","1.040","0.420","","0.670","","","","22251","7639","5992","","","","","4","164","0"
"TIKTOK.1774198321989666.2023-08-23 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-23","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-22 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-22","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","9.320","17277","21190","1.230","0.440","","0.500","","","","21015","1730","239","","","","","2","35","0"
"TIKTOK.1774198321989666.2023-08-19 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-19","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","20.210","27654","40672","1.470","0.500","","0.560","","","","40324","3389","447","","","","","3","101","1"
"TIKTOK.1774200383883281.2023-08-21 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-21","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-16 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-16","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.030","162","214","1.320","0.140","","0.470","","","","214","17","0","","","","","0","3","0"
"TIKTOK.1774200383883281.2023-08-16 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-16","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","21.230","45094","49588","1.100","0.430","","0.650","","","","45196","12291","9600","","","","","13","438","4"
"TIKTOK.1774200383883281.2023-08-20 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-20","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200383883281.2023-08-23 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-23","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200383883281.2023-08-17 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-17","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","20.510","41537","45126","1.090","0.450","","0.530","","","","41482","10482","7922","","","","","20","365","2"
"TIKTOK.1774200383883281.2023-08-19 00:00:00","","6998489864203157505","TIKTOK","","1774200383883281","02_Fanta+hotdog","","2023-08-19","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774198321989666.2023-08-17 00:00:00","","6998489864203157505","TIKTOK","","1774198321989666","01_PWG teaser_odpočet","","2023-08-17","","","1774198321973266","MOL CZ - TT - Video views - 07(08)/2023","EUR","0.020","139","176","1.270","0.110","","1.140","","","","171","10","4","","","","","0","2","0"
"TIKTOK.1770113879297073.2023-07-29 00:00:00","","6998489864203157505","TIKTOK","","1770113879297073","01_Get ready with me - MOLka","","2023-07-29","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1770113879297073.2023-07-28 00:00:00","","6998489864203157505","TIKTOK","","1770113879297073","01_Get ready with me - MOLka","","2023-07-28","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1770113879297073.2023-07-26 00:00:00","","6998489864203157505","TIKTOK","","1770113879297073","01_Get ready with me - MOLka","","2023-07-26","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1770113879297073.2023-07-25 00:00:00","","6998489864203157505","TIKTOK","","1770113879297073","01_Get ready with me - MOLka","","2023-07-25","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1770113879297073.2023-07-27 00:00:00","","6998489864203157505","TIKTOK","","1770113879297073","01_Get ready with me - MOLka","","2023-07-27","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-14 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-14","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","11.110","3674","4227","1.150","2.630","","0.000","","","","4085","1025","288","","","","","3","241","0"
"TIKTOK.1774200963644417.2023-08-15 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-15","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","28.200","8127","11398","1.400","2.470","","0.000","","","","11138","2212","628","","","","","15","448","0"
"TIKTOK.1774200963644417.2023-08-16 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-16","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","28.990","9259","12242","1.320","2.370","","0.000","","","","11927","2260","620","","","","","9","335","2"
"TIKTOK.1774200963644417.2023-08-20 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-20","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-23 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-23","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-21 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-21","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-22 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-22","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-19 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-19","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-18 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-18","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1774200963644417.2023-08-17 00:00:00","","6998489864203157505","TIKTOK","","1774200963644417","01_Smooth_Barista","","2023-08-17","","","1774200960939041","MOL CZ - TT - Follows - 07(08)/2023","EUR","11.280","4574","5311","1.160","2.120","","0.000","","","","5195","927","250","","","","","6","114","0"
"TIKTOK.1772485463167010.2023-07-29 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-07-29","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","20.150","41798","48501","1.160","0.420","","0.000","","","","45668","11065","4783","","","","","10","216","2"
"TIKTOK.1772485463167010.2023-07-27 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-07-27","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","22.340","46550","55988","1.200","0.400","","0.000","","","","52749","14144","6202","","","","","6","257","3"
"TIKTOK.1772485463167010.2023-08-08 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-08","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-02 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-02","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-18 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-18","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-08 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-08","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-08-02 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-08-02","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-16 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-16","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-03 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-03","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-28 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-28","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.100","132","141","1.070","0.710","","0.000","","","","138","30","1","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-07-28 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-07-28","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","18.290","38186","43442","1.140","0.420","","0.000","","","","41083","9897","4139","","","","","9","158","3"
"TIKTOK.1772485463167010.2023-08-17 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-17","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-05 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-05","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-19 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-19","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-20 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-20","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-22 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-22","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-04 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-04","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-02 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-02","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-07-26 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-07-26","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","10.050","22677","25414","1.120","0.400","","0.000","","","","24116","6851","2925","","","","","4","62","0"
"TIKTOK.1772485480126466.2023-08-09 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-09","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-15 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-15","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-29 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-29","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.770","1076","1274","1.180","0.600","","0.000","","","","1226","312","47","","","","","0","10","1"
"TIKTOK.1772485480126466.2023-08-01 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-01","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-21 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-21","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-07-27 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-07-27","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","16.610","28179","34419","1.220","0.480","","0.000","","","","32590","10294","676","","","","","13","365","3"
"TIKTOK.1772485463167010.2023-08-12 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-12","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-09 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-09","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-15 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-15","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-07-31 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-07-31","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","7.640","16863","18846","1.120","0.410","","0.000","","","","17785","4221","1763","","","","","2","64","0"
"TIKTOK.1772485480126466.2023-08-06 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-06","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-07-29 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-07-29","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","20.920","38406","45639","1.190","0.460","","0.000","","","","43510","11505","721","","","","","35","409","5"
"TIKTOK.1772485480126466.2023-08-22 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-22","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-20 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-20","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-01 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-01","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-26 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-26","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.240","621","723","1.160","0.330","","0.000","","","","681","138","12","","","","","0","2","0"
"TIKTOK.1772485480126466.2023-08-19 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-19","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-27 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-27","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.030","117","134","1.150","0.220","","0.000","","","","132","23","1","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-07-30 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-07-30","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","20.290","38140","46024","1.210","0.440","","0.000","","","","44126","11800","786","","","","","23","307","5"
"TIKTOK.1772485463167010.2023-08-07 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-07","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-11 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-11","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-14 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-14","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-23 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-23","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-07 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-07","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-10 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-10","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-06 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-06","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-11 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-11","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-23 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-23","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-21 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-21","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463167010.2023-08-13 00:00:00","","6998489864203157505","TIKTOK","","1772485463167010","01_Co u nás musíš vyzkoušet","","2023-08-13","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-30 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-30","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.260","475","528","1.110","0.490","","0.000","","","","520","133","8","","","","","1","3","2"
"TIKTOK.1772485480126466.2023-08-05 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-05","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-08-18 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-18","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485463172114.2023-07-31 00:00:00","","6998489864203157505","TIKTOK","","1772485463172114","02_Holky z MOLky","","2023-07-31","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.240","254","271","1.070","0.890","","0.000","","","","269","79","11","","","","","0","1","1"
"TIKTOK.1772485480126466.2023-08-10 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-08-10","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","0.000","0","0","0.000","0.000","","0.000","","","","0","0","0","","","","","0","0","0"
"TIKTOK.1772485480126466.2023-07-28 00:00:00","","6998489864203157505","TIKTOK","","1772485480126466","03_Recenze","","2023-07-28","","","1770113875340322","MOL CZ - TT - Video views - 06/2023","EUR","22.350","38955","46160","1.180","0.480","","0.000","","","","43999","12475","779","","","","","34","394","7"
